Timestamp,Gmtoffset,Datetime,Open,High,Low,Close,Volume
1711599300,0,"2024-03-28 04:15:00",1.082602,1.082602,1.082602,1.082602,
1711599600,0,"2024-03-28 04:20:00",1.082719,1.082719,1.082602,1.082602,
1711599900,0,"2024-03-28 04:25:00",1.082602,1.082602,1.082485,1.082602,
1711600200,0,"2024-03-28 04:30:00",1.082719,1.082719,1.082602,1.082602,
1711600500,0,"2024-03-28 04:35:00",1.082602,1.082602,1.082602,1.082602,
1711600800,0,"2024-03-28 04:40:00",1.082602,1.082602,1.082602,1.082602,
1711601100,0,"2024-03-28 04:45:00",1.082602,1.082719,1.082602,1.082602,
1711601400,0,"2024-03-28 04:50:00",1.082602,1.082719,1.082602,1.082602,
1711601700,0,"2024-03-28 04:55:00",1.082719,1.082719,1.082602,1.082602,
1711602000,0,"2024-03-28 05:00:00",1.082719,1.082719,1.082602,1.082719,
1711602300,0,"2024-03-28 05:05:00",1.082602,1.082602,1.082602,1.082602,
1711602600,0,"2024-03-28 05:10:00",1.082602,1.082602,1.082485,1.082485,
1711602900,0,"2024-03-28 05:15:00",1.082485,1.082602,1.082485,1.082602,
1711603200,0,"2024-03-28 05:20:00",1.082602,1.082602,1.082485,1.082485,
1711603500,0,"2024-03-28 05:25:00",1.082602,1.082719,1.082602,1.082719,
1711603800,0,"2024-03-28 05:30:00",1.082719,1.082836,1.082719,1.082836,
1711604100,0,"2024-03-28 05:35:00",1.082719,1.082836,1.082719,1.082836,
1711604400,0,"2024-03-28 05:40:00",1.082719,1.082836,1.082719,1.082836,
1711604700,0,"2024-03-28 05:45:00",1.082836,1.082836,1.082836,1.082836,
1711605000,0,"2024-03-28 05:50:00",1.082954,1.082954,1.082836,1.082836,
1711605300,0,"2024-03-28 05:55:00",1.082836,1.082836,1.082602,1.082602,
1711605600,0,"2024-03-28 06:00:00",1.082719,1.082719,1.082602,1.082602,
1711605900,0,"2024-03-28 06:05:00",1.082602,1.082602,1.082368,1.082485,
1711606200,0,"2024-03-28 06:10:00",1.082485,1.082485,1.082368,1.082368,
1711606500,0,"2024-03-28 06:15:00",1.082368,1.082368,1.082368,1.082368,
1711606800,0,"2024-03-28 06:20:00",1.082368,1.082485,1.082368,1.082368,
1711607100,0,"2024-03-28 06:25:00",1.082368,1.082485,1.082368,1.082485,
1711607400,0,"2024-03-28 06:30:00",1.082368,1.082368,1.082134,1.082134,
1711607700,0,"2024-03-28 06:35:00",1.082134,1.082251,1.082134,1.082251,
1711608000,0,"2024-03-28 06:40:00",1.082134,1.082368,1.082134,1.082368,
1711608300,0,"2024-03-28 06:45:00",1.082134,1.082134,1.081899,1.082016,
1711608600,0,"2024-03-28 06:50:00",1.081899,1.081899,1.081899,1.081899,
1711608900,0,"2024-03-28 06:55:00",1.082016,1.082016,1.081899,1.082016,
1711609200,0,"2024-03-28 07:00:00",1.082016,1.082016,1.081782,1.081782,
1711609500,0,"2024-03-28 07:05:00",1.082016,1.082016,1.081782,1.081782,
1711609800,0,"2024-03-28 07:10:00",1.081782,1.081782,1.081431,1.081431,
1711610100,0,"2024-03-28 07:15:00",1.081548,1.081548,1.080847,1.080847,
1711610400,0,"2024-03-28 07:20:00",1.080964,1.080964,1.08073,1.08073,
1711610700,0,"2024-03-28 07:25:00",1.080613,1.080847,1.080613,1.080613,
1711611000,0,"2024-03-28 07:30:00",1.08073,1.08073,1.080497,1.080613,
1711611300,0,"2024-03-28 07:35:00",1.080613,1.08073,1.080613,1.08073,
1711611600,0,"2024-03-28 07:40:00",1.080847,1.080847,1.08073,1.08073,
1711611900,0,"2024-03-28 07:45:00",1.08073,1.08073,1.080613,1.080613,
1711612200,0,"2024-03-28 07:50:00",1.080613,1.080613,1.08038,1.08038,
1711612500,0,"2024-03-28 07:55:00",1.080497,1.080613,1.080497,1.080497,
1711612800,0,"2024-03-28 08:00:00",1.080497,1.080497,1.079913,1.079913,
1711613100,0,"2024-03-28 08:05:00",1.079913,1.079913,1.079563,1.079563,
1711613400,0,"2024-03-28 08:10:00",1.07933,1.079447,1.07933,1.079447,
1711613700,0,"2024-03-28 08:15:00",1.079447,1.079447,1.07933,1.07933,
1711614000,0,"2024-03-28 08:20:00",1.07933,1.07968,1.07933,1.07968,
1711614300,0,"2024-03-28 08:25:00",1.07968,1.07968,1.079563,1.079563,
1711614600,0,"2024-03-28 08:30:00",1.079563,1.07968,1.079447,1.079447,
1711614900,0,"2024-03-28 08:35:00",1.07933,1.079563,1.07933,1.079563,
1711615200,0,"2024-03-28 08:40:00",1.079563,1.079563,1.079447,1.079447,
1711615500,0,"2024-03-28 08:45:00",1.079447,1.079447,1.07933,1.079447,
1711615800,0,"2024-03-28 08:50:00",1.079447,1.079563,1.079447,1.079447,
1711616100,0,"2024-03-28 08:55:00",1.079447,1.079563,1.07933,1.079563,
1711616400,0,"2024-03-28 09:00:00",1.079447,1.079447,1.078981,1.078981,
1711616700,0,"2024-03-28 09:05:00",1.078981,1.078981,1.078748,1.078748,
1711617000,0,"2024-03-28 09:10:00",1.078632,1.078748,1.078515,1.078515,
1711617300,0,"2024-03-28 09:15:00",1.078399,1.078399,1.07805,1.07805,
1711617600,0,"2024-03-28 09:20:00",1.078283,1.078283,1.07805,1.07805,
1711617900,0,"2024-03-28 09:25:00",1.07805,1.078283,1.07805,1.078283,
1711618200,0,"2024-03-28 09:30:00",1.078283,1.078399,1.078283,1.078283,
1711618500,0,"2024-03-28 09:35:00",1.078399,1.078399,1.078399,1.078399,
1711618800,0,"2024-03-28 09:40:00",1.078399,1.078399,1.078283,1.078283,
1711619100,0,"2024-03-28 09:45:00",1.078283,1.078399,1.07805,1.07805,
1711619400,0,"2024-03-28 09:50:00",1.07805,1.07805,1.077934,1.07805,
1711619700,0,"2024-03-28 09:55:00",1.077934,1.077934,1.077818,1.077818,
1711620000,0,"2024-03-28 10:00:00",1.077818,1.077934,1.077818,1.077934,
1711620300,0,"2024-03-28 10:05:00",1.077934,1.078167,1.077934,1.078167,
1711620600,0,"2024-03-28 10:10:00",1.078283,1.078399,1.078283,1.078399,
1711620900,0,"2024-03-28 10:15:00",1.078399,1.078632,1.078399,1.078632,
1711621200,0,"2024-03-28 10:20:00",1.078632,1.078748,1.078632,1.078748,
1711621500,0,"2024-03-28 10:25:00",1.078748,1.078865,1.078748,1.078865,
1711621800,0,"2024-03-28 10:30:00",1.078981,1.07933,1.078981,1.07933,
1711622100,0,"2024-03-28 10:35:00",1.07933,1.079447,1.079214,1.079447,
1711622400,0,"2024-03-28 10:40:00",1.07933,1.079563,1.07933,1.079447,
1711622700,0,"2024-03-28 10:45:00",1.07933,1.07933,1.079214,1.07933,
1711623000,0,"2024-03-28 10:50:00",1.079214,1.079563,1.079214,1.07933,
1711623300,0,"2024-03-28 10:55:00",1.079447,1.079447,1.07933,1.07933,
1711623600,0,"2024-03-28 11:00:00",1.079214,1.07933,1.079214,1.07933,
1711623900,0,"2024-03-28 11:05:00",1.07933,1.079447,1.07933,1.079447,
1711624200,0,"2024-03-28 11:10:00",1.07933,1.079447,1.07933,1.07933,
1711624500,0,"2024-03-28 11:15:00",1.07933,1.079447,1.07933,1.079447,
1711624800,0,"2024-03-28 11:20:00",1.079447,1.07968,1.079447,1.07968,
1711625100,0,"2024-03-28 11:25:00",1.07968,1.07968,1.079563,1.07968,
1711625400,0,"2024-03-28 11:30:00",1.07968,1.07968,1.079563,1.079563,
1711625700,0,"2024-03-28 11:35:00",1.079563,1.079563,1.07933,1.07933,
1711626000,0,"2024-03-28 11:40:00",1.07933,1.07933,1.079214,1.079214,
1711626300,0,"2024-03-28 11:45:00",1.079214,1.079214,1.079097,1.079097,
1711626600,0,"2024-03-28 11:50:00",1.078981,1.078981,1.078748,1.078748,
1711626900,0,"2024-03-28 11:55:00",1.078865,1.078865,1.078632,1.078632,
1711627200,0,"2024-03-28 12:00:00",1.078748,1.078865,1.078748,1.078865,
1711627500,0,"2024-03-28 12:05:00",1.078865,1.079214,1.078865,1.079214,
1711627800,0,"2024-03-28 12:10:00",1.079214,1.079214,1.079214,1.079214,
1711628100,0,"2024-03-28 12:15:00",1.079097,1.079214,1.078865,1.078981,
1711628400,0,"2024-03-28 12:20:00",1.078865,1.078981,1.078865,1.078981,
1711628700,0,"2024-03-28 12:25:00",1.079097,1.079214,1.078981,1.079214,
1711629000,0,"2024-03-28 12:30:00",1.078981,1.079447,1.078981,1.07933,
1711629300,0,"2024-03-28 12:35:00",1.079447,1.079563,1.07933,1.079563,
1711629600,0,"2024-03-28 12:40:00",1.079447,1.079797,1.079447,1.079797,
1711629900,0,"2024-03-28 12:45:00",1.079797,1.079797,1.07968,1.07968,
1711630200,0,"2024-03-28 12:50:00",1.07968,1.079913,1.07968,1.079913,
1711630500,0,"2024-03-28 12:55:00",1.08003,1.080847,1.08003,1.080847,
1711630800,0,"2024-03-28 13:00:00",1.081197,1.082134,1.081197,1.081665,
1711631100,0,"2024-03-28 13:05:00",1.081782,1.081782,1.081431,1.081431,
1711631400,0,"2024-03-28 13:10:00",1.081314,1.081314,1.081081,1.081081,
1711631700,0,"2024-03-28 13:15:00",1.081314,1.081314,1.081081,1.081197,
1711632000,0,"2024-03-28 13:20:00",1.081197,1.081197,1.080964,1.080964,
1711632300,0,"2024-03-28 13:25:00",1.080964,1.081081,1.080964,1.080964,
1711632600,0,"2024-03-28 13:30:00",1.081197,1.081197,1.081081,1.081197,
1711632900,0,"2024-03-28 13:35:00",1.081197,1.081197,1.08073,1.08073,
1711633200,0,"2024-03-28 13:40:00",1.080613,1.080847,1.080613,1.080847,
1711633500,0,"2024-03-28 13:45:00",1.080847,1.081548,1.080847,1.081548,
1711633800,0,"2024-03-28 13:50:00",1.081665,1.081782,1.081548,1.081782,
1711634100,0,"2024-03-28 13:55:00",1.081665,1.081782,1.081665,1.081782,
1711634400,0,"2024-03-28 14:00:00",1.081899,1.081899,1.081431,1.081431,
1711634700,0,"2024-03-28 14:05:00",1.081314,1.081431,1.081081,1.081081,
1711635000,0,"2024-03-28 14:10:00",1.081081,1.081314,1.081081,1.081081,
1711635300,0,"2024-03-28 14:15:00",1.080964,1.080964,1.08073,1.08073,
1711635600,0,"2024-03-28 14:20:00",1.080613,1.080847,1.080613,1.080847,
1711635900,0,"2024-03-28 14:25:00",1.080847,1.081081,1.08073,1.08073,
1711636200,0,"2024-03-28 14:30:00",1.080847,1.081081,1.080847,1.080964,
1711636500,0,"2024-03-28 14:35:00",1.080847,1.080847,1.08073,1.08073,
1711636800,0,"2024-03-28 14:40:00",1.080847,1.081081,1.080847,1.081081,
1711637100,0,"2024-03-28 14:45:00",1.080964,1.080964,1.08038,1.08038,
1711637400,0,"2024-03-28 14:50:00",1.08038,1.08038,1.080263,1.080263,
1711637700,0,"2024-03-28 14:55:00",1.08038,1.080613,1.08038,1.08038,
1711638000,0,"2024-03-28 15:00:00",1.080263,1.080263,1.08003,1.080146,
1711638300,0,"2024-03-28 15:05:00",1.080146,1.080146,1.08003,1.08003,
1711638600,0,"2024-03-28 15:10:00",1.079913,1.079913,1.079797,1.079913,
1711638900,0,"2024-03-28 15:15:00",1.079913,1.080146,1.079913,1.080146,
1711639200,0,"2024-03-28 15:20:00",1.080146,1.08038,1.080146,1.080263,
1711639500,0,"2024-03-28 15:25:00",1.08038,1.080497,1.08038,1.080497,
1711639800,0,"2024-03-28 15:30:00",1.08038,1.080497,1.08038,1.080497,
1711640100,0,"2024-03-28 15:35:00",1.08038,1.08073,1.08038,1.08073,
1711640400,0,"2024-03-28 15:40:00",1.08073,1.08073,1.080613,1.080613,
1711640700,0,"2024-03-28 15:45:00",1.080497,1.080497,1.08038,1.08038,
1711641000,0,"2024-03-28 15:50:00",1.080146,1.080146,1.079913,1.080146,
1711641300,0,"2024-03-28 15:55:00",1.080263,1.080964,1.080263,1.08038,
1711641600,0,"2024-03-28 16:00:00",1.080263,1.080263,1.08003,1.080146,
1711641900,0,"2024-03-28 16:05:00",1.080146,1.080146,1.07968,1.079797,
1711642200,0,"2024-03-28 16:10:00",1.07968,1.079913,1.079563,1.079913,
1711642500,0,"2024-03-28 16:15:00",1.08003,1.080146,1.08003,1.08003,
1711642800,0,"2024-03-28 16:20:00",1.08003,1.08038,1.08003,1.08038,
1711643100,0,"2024-03-28 16:25:00",1.080497,1.080613,1.080497,1.080497,
1711643400,0,"2024-03-28 16:30:00",1.080613,1.080613,1.08038,1.080497,
1711643700,0,"2024-03-28 16:35:00",1.080497,1.08073,1.080497,1.08073,
1711644000,0,"2024-03-28 16:40:00",1.08073,1.080847,1.08073,1.08073,
1711644300,0,"2024-03-28 16:45:00",1.080613,1.080847,1.080613,1.080847,
1711644600,0,"2024-03-28 16:50:00",1.08073,1.08073,1.08038,1.08038,
1711644900,0,"2024-03-28 16:55:00",1.08038,1.08038,1.080146,1.080146,
1711645200,0,"2024-03-28 17:00:00",1.080146,1.080263,1.080146,1.080263,
1711645500,0,"2024-03-28 17:05:00",1.080263,1.080497,1.080263,1.080497,
1711645800,0,"2024-03-28 17:10:00",1.080497,1.080497,1.080146,1.08038,
1711646100,0,"2024-03-28 17:15:00",1.080263,1.080263,1.08003,1.08003,
1711646400,0,"2024-03-28 17:20:00",1.08003,1.08003,1.08003,1.08003,
1711646700,0,"2024-03-28 17:25:00",1.08003,1.080146,1.08003,1.08003,
1711647000,0,"2024-03-28 17:30:00",1.080146,1.080146,1.08003,1.08003,
1711647300,0,"2024-03-28 17:35:00",1.08003,1.08003,1.08003,1.08003,
1711647600,0,"2024-03-28 17:40:00",1.079913,1.080146,1.079913,1.079913,
1711647900,0,"2024-03-28 17:45:00",1.079913,1.08003,1.079913,1.08003,
1711648200,0,"2024-03-28 17:50:00",1.079913,1.08003,1.079913,1.08003,
1711648500,0,"2024-03-28 17:55:00",1.079913,1.08003,1.079797,1.079797,
1711648800,0,"2024-03-28 18:00:00",1.079913,1.08003,1.079797,1.08003,
1711649100,0,"2024-03-28 18:05:00",1.08003,1.080146,1.079913,1.079913,
1711649400,0,"2024-03-28 18:10:00",1.079913,1.079913,1.07968,1.07968,
1711649700,0,"2024-03-28 18:15:00",1.07968,1.07968,1.079563,1.079563,
1711650000,0,"2024-03-28 18:20:00",1.079447,1.079563,1.079447,1.079447,
1711650300,0,"2024-03-28 18:25:00",1.079447,1.079563,1.079447,1.079563,
1711650600,0,"2024-03-28 18:30:00",1.079447,1.079563,1.079447,1.079563,
1711650900,0,"2024-03-28 18:35:00",1.079563,1.079563,1.079563,1.079563,
1711651200,0,"2024-03-28 18:40:00",1.07968,1.07968,1.07933,1.079447,
1711651500,0,"2024-03-28 18:45:00",1.079447,1.079447,1.07933,1.07933,
1711651800,0,"2024-03-28 18:50:00",1.079214,1.079214,1.078865,1.078981,
1711652100,0,"2024-03-28 18:55:00",1.078981,1.079097,1.078981,1.079097,
1711652400,0,"2024-03-28 19:00:00",1.079097,1.079097,1.078865,1.078981,
1711652700,0,"2024-03-28 19:05:00",1.078865,1.078981,1.078865,1.078981,
1711653000,0,"2024-03-28 19:10:00",1.079097,1.079097,1.078981,1.078981,
1711653300,0,"2024-03-28 19:15:00",1.078865,1.078981,1.078865,1.078865,
1711653600,0,"2024-03-28 19:20:00",1.078865,1.078865,1.078748,1.078865,
1711653900,0,"2024-03-28 19:25:00",1.078981,1.079097,1.078981,1.079097,
1711654200,0,"2024-03-28 19:30:00",1.079097,1.079214,1.079097,1.079214,
1711654500,0,"2024-03-28 19:35:00",1.079097,1.079097,1.078981,1.078981,
1711654800,0,"2024-03-28 19:40:00",1.079097,1.079097,1.079097,1.079097,
1711655100,0,"2024-03-28 19:45:00",1.079097,1.079097,1.078981,1.079097,
1711655400,0,"2024-03-28 19:50:00",1.079097,1.079214,1.079097,1.079097,
1711655700,0,"2024-03-28 19:55:00",1.079097,1.079214,1.079097,1.079097,
1711656000,0,"2024-03-28 20:00:00",1.079097,1.079097,1.078981,1.078981,
1711656300,0,"2024-03-28 20:05:00",1.078865,1.078865,1.078865,1.078865,
1711656600,0,"2024-03-28 20:10:00",1.078865,1.078865,1.078865,1.078865,
1711656900,0,"2024-03-28 20:15:00",1.078981,1.079097,1.078981,1.078981,
1711657200,0,"2024-03-28 20:20:00",1.078981,1.079097,1.078865,1.078981,
1711657500,0,"2024-03-28 20:25:00",1.078981,1.078981,1.078981,1.078981,
1711657800,0,"2024-03-28 20:30:00",1.078981,1.079097,1.078981,1.079097,
1711658100,0,"2024-03-28 20:35:00",1.079097,1.079097,1.079097,1.079097,
1711658400,0,"2024-03-28 20:40:00",1.079097,1.079097,1.079097,1.079097,
1711658700,0,"2024-03-28 20:45:00",1.079097,1.079214,1.079097,1.079214,
1711659000,0,"2024-03-28 20:50:00",1.079097,1.079097,1.078981,1.079097,
1711659300,0,"2024-03-28 20:55:00",1.078981,1.079097,1.078981,1.079097,
1711659600,0,"2024-03-28 21:00:00",1.07933,1.07933,1.079097,1.079097,
1711659900,0,"2024-03-28 21:05:00",1.079214,1.079214,1.078981,1.079214,
1711660200,0,"2024-03-28 21:10:00",1.079214,1.079214,1.079097,1.079214,
1711660500,0,"2024-03-28 21:15:00",1.079214,1.079214,1.079097,1.079214,
1711660800,0,"2024-03-28 21:20:00",1.079214,1.079214,1.079214,1.079214,
1711661100,0,"2024-03-28 21:25:00",1.079097,1.07933,1.078981,1.079214,
1711661400,0,"2024-03-28 21:30:00",1.07933,1.07933,1.079214,1.07933,
1711661700,0,"2024-03-28 21:35:00",1.07933,1.079447,1.07933,1.079447,
1711662000,0,"2024-03-28 21:40:00",1.07933,1.07933,1.079214,1.079214,
1711662300,0,"2024-03-28 21:45:00",1.079214,1.07933,1.079214,1.07933,
1711662600,0,"2024-03-28 21:50:00",1.079214,1.07933,1.079097,1.07933,
1711662900,0,"2024-03-28 21:55:00",1.079214,1.07933,1.079214,1.079214,
1711663200,0,"2024-03-28 22:00:00",1.079097,1.079214,1.079097,1.079214,
1711663500,0,"2024-03-28 22:05:00",1.079214,1.07933,1.079214,1.07933,
1711663800,0,"2024-03-28 22:10:00",,,,,
1711664100,0,"2024-03-28 22:15:00",,,,,
1711664400,0,"2024-03-28 22:20:00",,,,,
1711664700,0,"2024-03-28 22:25:00",,,,,
1711665000,0,"2024-03-28 22:30:00",,,,,
1711665300,0,"2024-03-28 22:35:00",,,,,
1711665600,0,"2024-03-28 22:40:00",,,,,
1711665900,0,"2024-03-28 22:45:00",,,,,
1711666200,0,"2024-03-28 22:50:00",,,,,
1711666500,0,"2024-03-28 22:55:00",,,,,
1711666800,0,"2024-03-28 23:00:00",,,,,
1711667100,0,"2024-03-28 23:05:00",,,,,
1711667400,0,"2024-03-28 23:10:00",,,,,
1711667700,0,"2024-03-28 23:15:00",,,,,
1711668000,0,"2024-03-28 23:20:00",,,,,
1711668300,0,"2024-03-28 23:25:00",,,,,
1711668600,0,"2024-03-28 23:30:00",,,,,
1711668900,0,"2024-03-28 23:35:00",,,,,
1711669200,0,"2024-03-28 23:40:00",,,,,
1711669500,0,"2024-03-28 23:45:00",,,,,
1711669800,0,"2024-03-28 23:50:00",,,,,
1711670100,0,"2024-03-28 23:55:00",,,,,
1711670400,0,"2024-03-29 00:00:00",1.079447,1.079447,1.079214,1.079214,
1711670700,0,"2024-03-29 00:05:00",1.07933,1.07933,1.079097,1.079097,
1711671000,0,"2024-03-29 00:10:00",1.079214,1.079214,1.079097,1.079214,
1711671300,0,"2024-03-29 00:15:00",1.079097,1.079097,1.078865,1.078865,
1711671600,0,"2024-03-29 00:20:00",1.078865,1.078981,1.078865,1.078865,
1711671900,0,"2024-03-29 00:25:00",1.078981,1.078981,1.078865,1.078981,
1711672200,0,"2024-03-29 00:30:00",1.078981,1.078981,1.078865,1.078865,
1711672500,0,"2024-03-29 00:35:00",1.078865,1.078865,1.078865,1.078865,
1711672800,0,"2024-03-29 00:40:00",1.078865,1.078981,1.078865,1.078865,
1711673100,0,"2024-03-29 00:45:00",1.078981,1.079097,1.078981,1.078981,
1711673400,0,"2024-03-29 00:50:00",1.078981,1.078981,1.078865,1.078865,
1711673700,0,"2024-03-29 00:55:00",1.078865,1.078865,1.078865,1.078865,
1711674000,0,"2024-03-29 01:00:00",1.078748,1.078748,1.078748,1.078748,
1711674070,0,"2024-03-29 01:01:10",1.078748,1.078748,1.078748,1.078748,
1711674300,0,"2024-03-29 01:05:00",1.078632,1.078632,1.078632,1.078632,
1711674600,0,"2024-03-29 01:10:00",1.078632,1.078632,1.078632,1.078632,
1711674900,0,"2024-03-29 01:15:00",1.078632,1.078632,1.078515,1.078632,
1711675200,0,"2024-03-29 01:20:00",1.078748,1.078748,1.078632,1.078632,
1711675500,0,"2024-03-29 01:25:00",1.078632,1.078632,1.078399,1.078399,
1711675800,0,"2024-03-29 01:30:00",1.078399,1.078399,1.078283,1.078399,
1711676100,0,"2024-03-29 01:35:00",1.078399,1.078399,1.078399,1.078399,
1711676400,0,"2024-03-29 01:40:00",1.078283,1.078283,1.078283,1.078283,
1711676700,0,"2024-03-29 01:45:00",1.078167,1.078283,1.078167,1.078283,
1711677000,0,"2024-03-29 01:50:00",1.078167,1.078283,1.078167,1.078283,
1711677300,0,"2024-03-29 01:55:00",1.078167,1.078167,1.077934,1.077934,
1711677600,0,"2024-03-29 02:00:00",1.077934,1.077934,1.077818,1.077934,
1711677900,0,"2024-03-29 02:05:00",1.077818,1.077818,1.077702,1.077702,
1711678200,0,"2024-03-29 02:10:00",1.077702,1.077934,1.077702,1.077934,
1711678500,0,"2024-03-29 02:15:00",1.077934,1.07805,1.077934,1.077934,
1711678800,0,"2024-03-29 02:20:00",1.077934,1.078167,1.077934,1.077934,
1711679100,0,"2024-03-29 02:25:00",1.07805,1.078167,1.07805,1.078167,
1711679400,0,"2024-03-29 02:30:00",1.078167,1.078167,1.07805,1.078167,
1711679700,0,"2024-03-29 02:35:00",1.078167,1.078167,1.07805,1.07805,
1711680000,0,"2024-03-29 02:40:00",1.07805,1.078167,1.07805,1.078167,
1711680300,0,"2024-03-29 02:45:00",1.078167,1.078167,1.07805,1.07805,
1711680600,0,"2024-03-29 02:50:00",1.07805,1.078167,1.07805,1.07805,
1711680900,0,"2024-03-29 02:55:00",1.07805,1.078283,1.07805,1.078283,
1711681200,0,"2024-03-29 03:00:00",1.078167,1.078167,1.078167,1.078167,
1711681500,0,"2024-03-29 03:05:00",1.078167,1.078167,1.07805,1.07805,
1711681800,0,"2024-03-29 03:10:00",1.07805,1.078167,1.07805,1.078167,
1711682100,0,"2024-03-29 03:15:00",1.07805,1.078167,1.07805,1.07805,
1711682400,0,"2024-03-29 03:20:00",1.07805,1.07805,1.07805,1.07805,
1711682700,0,"2024-03-29 03:25:00",1.07805,1.07805,1.077818,1.077818,
1711683000,0,"2024-03-29 03:30:00",1.077934,1.077934,1.077818,1.077934,
1711683300,0,"2024-03-29 03:35:00",1.077818,1.077934,1.077818,1.077818,
1711683600,0,"2024-03-29 03:40:00",1.077818,1.077934,1.077818,1.077934,
1711683900,0,"2024-03-29 03:45:00",1.077818,1.077818,1.077818,1.077818,
1711684200,0,"2024-03-29 03:50:00",1.077934,1.077934,1.077818,1.077818,
1711684500,0,"2024-03-29 03:55:00",1.077818,1.077818,1.077702,1.077702,
1711684800,0,"2024-03-29 04:00:00",1.077818,1.077818,1.077818,1.077818,
1711685100,0,"2024-03-29 04:05:00",1.077818,1.077818,1.077818,1.077818,
